Header,Rating,Review,Product,asin
Super simple. Plug and play. 5 stars!,5.0 ,"This is one of the easiest products to set up. Took me 60 seconds from unboxing to working. Simply unbox. Download app. Plug unit in to wall outlet. Hold button on unit for 6 seconds, until red light blinks. Sync with app. Sync with home wifi. Done. If these instructions are too difficult for you, you probably shouldn't be using a smartphone or shopping online. 5 star product. Will buy more!!!","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Five Stars,5.0 ,"It's great, does what it's supposed to.","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
This plug can shut off the power to the devices connected over wifi which is super helpful while I'm away,4.0 ,HomeMate app makes the installation simple. Documentation can improve a bit. This plug can shut off the power to the devices connected over wifi which is super helpful while I'm away. So far loving it.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Five Stars,5.0 ,Works good,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Pretty good... worth Buying,5.0 ,Very nice plugs... using them for 10-20 days... compatible with Alexa. Need to discover many times with Alexa if connection losses... but with app it work very well.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Great product,5.0 ,Works like a charm. Very easy set-up.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Device is useless!! Send it back,1.0 ,When there is a loss of power the device does not power itself back on!!! Device is useless!! Send it back!!!,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Five Stars,5.0 ,"great socket, i plug it into my fishtank light now i can control the light anywhere i want.","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Works as described or WiFi or cellular,5.0 ,Works as described by WiFi or cellular ordered a few more.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Five Stars,5.0 ,Just bought my 2nd one!--Easy to install app,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Easy to install and use.,5.0 ,"Plug works great,app is pretty easy to use and has all the functions you could expect.","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Five Stars,5.0 ,Awesome. Works great.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Recommend,5.0 ,Works great. App is easy too.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Therefore it is garbage since there is no reason on the planet that ...,1.0 ,"For some reason the app to use this requires location services to be used. Therefore it is garbage since there is no reason on the planet that this should be the case, unless you're looking for an illogical one","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
buy it,5.0 ,Works exactly how its described.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Someone is headed into the sunset.,1.0 ,Just received the outlet Very nice feeling and looks great. Can't fine the App in the Apple App Store and emails to their support web side are returned as address unknown. Do these guys still exist....beware. Of course maybe I am the idiot.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
I expected 110-220v smart sockets. Just 110v,1.0 ,I carefully choose this product because it was suitable for 220v also. It only came for 110v. Now I have to return them. So disappointed.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Misleading / incomplete setup instructions. Waste of time.,1.0 ,"I simply refuse to give my business to a company puts together an Incomplete, and even misleading set of setup instructions. What a waste of time my time. All these positive reviews are fake or are for a different product. When I follow the steps with the Home Mate app, it asks me to add a hub first. No where does it say before I bought this product that I need a hub, and the instructions do not indicate that I need one. I even tried to follow an alternate method that said to connect to the device wifi. Well I see the wifi, but what is the password??","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
No instructions,1.0 ,"I am not a stupid man and usually can figure how to install, this product is not for me. No instructions. Returning. Homemate s25.","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
One Star,1.0 ,Couldn't get it to work. No customer support. Sent it back.,"ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Useless without a hub,1.0 ,"The app cannot connect to the smart outlet without a hub. The description blatantly lied. There is no support for this device, support@zettaguard.com leads to a notice that the account is deleted. I am returning this trash immediately!","ZettaGuard S25 Wi-Fi Smart Socket Outlet US Plug, Turn ON/OFF Electronics from Anywhere, White (HomeMate-App)",B06W2NDRQ4
Very easy to set up using the Kasa app,4.0 ,"Pro: Very easy to set up using the Kasa app. Easier than having to unscrew all 6 screws on the cable panel to access the router to use the WPS which this one does not have. Con: The location of the electric plugs are not ideal. When I plug it in the lower of the 2 outlet socket, it completely covers the upper outlet. putting the unit on the upper outlet, I can only see 1/2 of the socket so you'll lose one outlet wherever you plug this unit in. If the prongs are moved 1/2 inch lower, I would still be able to access the lower outlet.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
These will set up with an Android tablet!,5.0 ,"These actually work with my Samsung tablet (I don't have a smartphone). So now I have them set up to come on at sunset and go off at bedtime. I can turn on or off my lamp with Alexa and I am happy. The other set I got (different manufacturer) would not work with a tablet, only a smart phone. So I could not get them set up and ultimately not get them connected to Alexa. Quite happy. Contemplating buying one of the energy monitoring units. I thought about a meter but for a little more I could have a smart plug and a monitor in one.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"Large, but works great.",5.0 ,"This wi-fi extender and wireless switch really performs! I had absolutely no trouble with setup. The Kasa app made everything go off without a hitch. I was able to extend my wifi coverage by a large margin. (Make sure your follow placement directions). It also works perfectly as a wireless switch. I do, however wish TP-Link would open up their protocol to allow operation with Smartthings. I have a Smartthings-controlled home and find it to be a pain to have to open another app to control my TP-Link things.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Big TP-Link fan!,5.0 ,"When you need to have more than one set in your same outlet you must go the ""Mini"". Easy to set up, install and activate. The Smart Plugs are a wonderful option for when your hands are full entering or exiting a room. I am a TP-Link fan, I have the Smart Light Switches, the regular Smart Plugs and also some Smart Plug Minis. Pairing with Amazon Echo is a simple step. Love that added security measure that these provide when hooked up with lamps, giving the illusion of someone home.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
